id,tipo,nombre,lat,lng,ciudad,pais,estado,categorias,telefono,descripcion,fuente,fuente_url,actualizado_en
da775925-511d-469b-83bc-d0dbb7430c93,acopio,Los Chamos Arepas (todas las sedes),6.2697324,-75.6025597,Medellín,Colombia,abierto,,319 2659059,,@JulietaOsorior,https://acopiove.org,2026-06-26T09:28:27.611Z
388c35be-273e-4c77-bbcf-66095b377edf,acopio,Sede UNT Zulia,10.6498095,-71.6443596,Maracaibo,Venezuela,abierto,Material Médico y primeros auxilios y me,https://www.instagram.com/comezu_2021,,@Eldiario · @marielozadab / @nathaliesayago · @arbolpais · @JulietaOsorior · El País,https://acopiove.org,2026-06-25T20:28:15.197Z
da557950-ac12-4787-b5dd-c55b850a61d8,acopio,Sociedad civil · Caracas,10.5060934,-66.9146008,Caracas,Venezuela,abierto,Ropa|medicamentos e insumos|agua|alimentos no perecederos|lencería|Enlatados|frutos secos|harina pan|queso|jamón|pan|primeros auxilios|herramientas y protección (cinceles|mandarrias|guantes para escombros|gatos de botella|piquetas|Agua embotellada|insumos médicos|pañales,,,@marielozadab / @nathaliesayago · @JulietaOsorior · El País,https://acopiove.org,2026-06-25T20:28:15.368Z
9be71c08-a7ba-4008-b988-22bb5174f352,acopio,Centro de Acopio Terrazas del Club Hípico,10.4468,-66.8715,Caracas,Venezuela,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas,,,@JulietaOsorior · El País,https://acopiove.org,2026-06-26T00:48:23.134Z
df3c5453-de37-4f36-8fa7-62c33129a730,acopio,Centro de Acopio Altamira - Quinta El Bejucal,10.5015,-66.8838,Chacao,Venezuela,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas,,,@JulietaOsorior · El País,https://acopiove.org,2026-06-26T00:48:23.139Z
993d1136-d761-45e4-a6b8-e57b0e269d10,acopio,Centro de Acopio Maracay - Paseo de la Libertad,10.2577,-67.5913,Maracay,Venezuela,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas,,,@JulietaOsorior · El País,https://acopiove.org,2026-06-26T00:48:23.145Z
bcae54ee-470d-4478-97f7-35db3f58fa91,acopio,Expo Mujer — Mercy Road Church,39.9169,-86.2374,Indianapolis,Estados Unidos,abierto,Agua|Alimentos no perecederos|Medicamentos|Ropa|Frazadas|Higiene personal,,,@JulietaOsorior,https://acopiove.org,2026-06-26T17:18:02.307Z
4322e57d-bfc6-4ce0-a355-6d920403c6b9,acopio,Iglesia San Martin de Porres,11.7000425,-70.201478,Punto Fijo,Venezuela,abierto,Alimentos no perecederos|Agua|Ropa|Medicamentos|Higiene personal|Pañales|Artículos de bebé|Herramientas,04246376142,,Eric Granadillo,https://acopiove.org,2026-06-26T08:14:56.030Z
2c011e68-83a0-40a7-8030-1358e29c3c3f,acopio,CC Forum Plaza,10.136,-64.686,Lechería,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:15:22.261Z
0c465538-fd71-40e6-b128-8f7455e33542,acopio,Gobernación de Anzoátegui,10.136,-64.686,Lechería,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:15:23.467Z
bf37a917-c817-4313-83f8-2cd304c97151,acopio,Plaza de Puerto Príncipe,10.136,-64.686,Lechería,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:15:24.870Z
1ffcb920-d891-450b-ba11-ff0b0b47e040,acopio,Centro de acopio Comando ConVzla,10.251,-67.573,Maracay,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:15:26.368Z
9495b527-4f64-4239-8dac-7d19d036e3fb,acopio,Centro de acopio Voluntad Popular,10.251,-67.573,Maracay,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:15:27.624Z
9f3885cc-c595-4398-9fc9-cced6bd6c6f6,acopio,Restaurant O'Maria,8.622,-70.207,Barinas,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:15:29.398Z
957512c0-a600-46e0-9831-2cfe31665ccc,acopio,Esquina de Banesco (VP),8.128,-63.54,Ciudad Bolívar,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:15:36.292Z
b58e14c0-e7b8-41ba-afed-2b509c86ac8a,acopio,Frente Francisco de Miranda,8.128,-63.54,Ciudad Bolívar,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:15:37.466Z
19ea7563-320e-43c3-bae1-8a359726168c,acopio,Fundación del Niño,8.128,-63.54,Ciudad Bolívar,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:15:39.128Z
2471ec9b-db8d-4bbe-a321-53b115a7a934,acopio,Gobernación El Callao,8.128,-63.54,Ciudad Bolívar,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:15:40.893Z
d25882f3-2c72-4eb3-b9aa-47646a3db342,acopio,McDonald's de Alta Vista,8.128,-63.54,Ciudad Bolívar,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:15:42.127Z
20996c35-c419-4a24-b536-d4ece980d82a,acopio,Mercal Cedeño,8.128,-63.54,Ciudad Bolívar,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:15:43.474Z
26859ac8-a2bb-4e26-87f5-801dbfa7e59c,acopio,Plaza Chipía (Los Olivos),8.128,-63.54,Ciudad Bolívar,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:15:44.587Z
34845bd8-3d32-4d37-b610-85aae48491b6,acopio,Sede Asocoroscio,8.128,-63.54,Ciudad Bolívar,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:15:45.762Z
814fdeab-b2e4-4dbe-bb9e-fdc2f4c91989,acopio,Sede VEN 911,8.128,-63.54,Ciudad Bolívar,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:15:47.422Z
c8c786b8-4c65-44e7-8ede-de5ca5a37b80,acopio,Bomberos Universidad de Carabobo,10.162,-67.973,Valencia,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:15:48.718Z
a2b7df1d-e491-4773-be36-506280b0bda9,acopio,Centro de acopio Talislandia,10.162,-67.973,Valencia,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:15:50.270Z
a74ea8ce-ccb6-4486-942e-dffd2735c77c,acopio,Cáritas Venezuela,10.505,-66.903,Caracas,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:15:51.443Z
68231876-9399-4886-9107-a98a8da952ee,acopio,Desarrollo Social Chacao,10.505,-66.903,Caracas,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:15:52.743Z
39c653b2-e408-4249-90b7-96792f3b6e7c,acopio,FCU-UCV,10.505,-66.903,Caracas,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:15:53.954Z
13f0d0eb-50dc-4026-b121-547adb526051,acopio,Quinta El Bejucal (Altamira),10.505,-66.903,Caracas,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:15:55.127Z
7a8f3c51-bf8d-49e3-a922-402735fc9d57,acopio,Fundación Por Estas Calles,8.598,-71.144,Mérida,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:15:57.661Z
0c420082-f6d3-4316-8334-a56236936ce4,acopio,Bulevar de Las Minas,10.344,-67.042,Los Teques,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:15:58.942Z
e945ed03-955c-4b75-8812-0436f526e26c,acopio,Complejo Cultural Los Salias,10.3749262,-66.9602258,Los Teques,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:16:00.605Z
89dd3313-6541-4784-9257-3206496bae63,acopio,Quinta El Bejucal (Comando ConVzla),10.344,-67.042,Los Teques,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:16:01.765Z
4d037ef1-e1a3-4376-ab3e-20aa0a3e490d,acopio,Centro de acopio VP Monagas,9.746,-63.176,Maturín,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:16:03.700Z
391e9ae7-d97a-4ca3-b4bb-44b741f214c3,acopio,Cámara Municipal (Salón Maripa),10.453,-64.182,Cumaná,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:16:05.275Z
0f2a113b-9daf-44e7-9552-ba4f5c6e16d0,acopio,Gimnasio Ely Montes,10.453,-64.182,Cumaná,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:16:06.453Z
688c058c-8347-4c12-b013-d3bf601aec85,acopio,Núcleo Táchira ULA,7.766,-72.225,San Cristóbal,Venezuela,abierto,,No especificado,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-26T19:16:07.739Z
662bd867-c2e4-421a-8f00-dd4b82402d90,acopio,Plaza 24 de Septiembre,-17.7832891,-63.1820941,Santa Cruz de la Sierra,Bolivia,abierto,Alimentos no perecederos|Artículos de bebé|Pañales|Higiene personal|Ropa,77807678 - 62177790,,Sugerencia de la comunidad,https://acopiove.org,2026-06-26T19:39:49.988Z
b51af123-a5c8-4772-919b-014c4d30c46a,refugio,Escuela Luis Alberto Hurtado,10.4609,-67.07894,Caracas,Venezuela,abierto,,,,@svenezolanista,https://acopiove.org,2026-06-26T22:51:28.578Z
88c5ab81-e992-4ee9-be22-bc6e7fb81d4e,acopio,UCV — Plaza Rectorado,10.4901789,-66.8916633,Caracas,Venezuela,abierto,,,,@Eldiario,https://acopiove.org,2026-06-25T19:29:35.615Z
d65f8bd0-a922-4fb6-9d37-df4a086a7d6b,acopio,Cáritas Barquisimeto,10.07744,-69.32223,Barquisimeto,Venezuela,abierto,agua|alimentos|medicamentos|ropa,Sin telefono,,Venezuela Conecta (ayudasismove.org),https://acopiove.org,2026-06-27T08:41:04.309Z
6035bdcd-49e0-4861-8805-004a042fa917,acopio,Fundacion Equipo Solidario,-17.775023,-63.1675029,Santa Cruz de la Sierra,Bolivia,abierto,Agua|Alimentos no perecederos|Ropa|Higiene personal|Pañales|Artículos de bebé,77807678,,Sugerencia de la comunidad,https://acopiove.org,2026-06-26T19:39:45.416Z
200da92c-3406-4850-a2e4-eb6dce5f1a51,acopio,Proteccion Civil - Sedes Merida,8.59,-71.155,Merida,Venezuela,abierto,agua|alimentos|ropa|medicamentos|higiene,,,La Mega,https://acopiove.org,2026-06-27T07:44:53.014Z
37b5b105-0520-4272-ab85-0a77f008734b,acopio,JAC Motors - Concesionario Merida,8.618,-71.146,Merida,Venezuela,abierto,agua|alimentos|ropa|medicamentos|higiene,0412-2993530 / 0424-2007581 / 0426-2007581,,La Mega,https://acopiove.org,2026-06-27T07:44:52.933Z
f39d0dd6-cffa-47df-aad5-d76804a2a8c2,acopio,Rattan Plaza Margarita,10.9926601,-63.8241291,Margarita,venezuela,abierto,,,,@thisisjuanrojas,https://acopiove.org,2026-06-26T19:39:36.176Z
e4d6e291-ce34-4ec2-8f02-1bf6defa21d7,acopio,Merida Sorora - Casa Machi,8.5956,-71.1437,Merida,Venezuela,abierto,agua|alimentos|ropa|medicamentos|higiene,,,La Mega,https://acopiove.org,2026-06-27T07:44:52.938Z
bd9ec276-911a-4921-9873-24ca0dfae008,acopio,La Juventud Ayuda - Trolcable,8.5872,-71.1448,Merida,Venezuela,abierto,agua|alimentos|ropa|medicamentos|higiene,0412-9863510 / 0424-7034091,,La Mega,https://acopiove.org,2026-06-27T07:44:52.941Z
bcc5616b-e221-4043-a8b6-d9bf196b5acb,acopio,Hotel Escuela de Los Andes Venezolanos,8.621,-71.1444,Merida,Venezuela,abierto,agua|alimentos|ropa|medicamentos|higiene,,,La Mega,https://acopiove.org,2026-06-27T07:44:52.943Z
c0d12a46-d3dd-4b43-9aee-00fa5453be17,acopio,Centro de Acopio ULA - CC Centenario,8.583,-71.162,Merida,Venezuela,abierto,agua|alimentos|ropa|medicamentos|higiene,,,La Mega,https://acopiove.org,2026-06-27T07:44:52.952Z
b842fa74-5849-495b-a69e-aef7b8eac28f,acopio,Oficina AMI Venezuela Merida,8.5875,-71.145,Merida,Venezuela,abierto,agua|alimentos|ropa|medicamentos|higiene,,,La Mega,https://acopiove.org,2026-06-27T07:44:52.960Z
d2c2a6e2-d292-4165-a73a-baa7c025dbc9,acopio,Distribuidora A.P Frikarne,8.6001,-71.1432,Merida,Venezuela,abierto,agua|alimentos|ropa|medicamentos|higiene,0414-753-6622,,La Mega,https://acopiove.org,2026-06-27T07:44:52.971Z
